airline,total_incidents,total_fatalities,years_active,fatal_events,avg_damage,last_incident,recency_factor,incident_rate,fatality_rate,fatal_ratio,weighted_rate,norm_weighted_rate,norm_fatality_rate,norm_fatal_ratio,norm_avg_damage,penalty,safety_score,risk_label
Executive Air Group Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Rocky Mountain Air Charter,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Colon Miguel A Tirado,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Stewart Air Service,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aeromedical Services International Inc,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Lineas Aereas Costarricenses S A,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Logan And Reavis Air Inc,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Gause Aviation Services,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Denver Helicopter Inc,4,0,4,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Denver Helicopter Service,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Transit Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Travel Lear Charter Service Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Munley Smith Aviation,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Widmer Flying Service Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Crosswinds Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Clark James L,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Executive Beechcraft Stl Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Rotor Air Alaska Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Rotors In Motion Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Royal Aero Club De Tenerife,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Royal Airlines,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Stegnor Electricntrols,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
B And B Flying Service Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Los Gatosnstruction,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Global Hilton,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Global International Airways Corp,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Vectored Services,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mott Robert A,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mountain Air Express Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mountain Aviation Enterprises Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aviation West Charters Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Inbound Aviation,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Evarts Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aladdin Air Services,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Russell Spraying Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air Fast Freight,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Ican Enterprise Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Vernon Heinmpany,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aero Ads,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Lynstar Aviation Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Berkshire Aviation,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Tuckerman Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Montgomery Aviation Corp,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aztec Aviation,6,0,5,0,0.0,1991,1.0294117647058822,1.2,0.0,0.0,1.2352941176470587,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Morey Airplane Co Inc,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Demailly Christian J F,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aeroflot Russian Airlines,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Aerocraft Helicopter,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Cardinal Airlines Ltd,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Imago Data,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Williams Delbert D,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Rotor Air,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air Force Of Peru,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air Group Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Airways Inc,5,0,5,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Claus Paul Edward,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sabris Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sacramento Executive Helicopters Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Safe Flight Instrument Corp.,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Balloonport,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
1St International Leasing,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Fussel Spraying Services,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
G And G Flight Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Miracle Strip Aviation Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Missionary Flights International,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Travland Helicopters,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Trego Aviation,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Wings Air Charter Llc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Hutchinson Spraying Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
I Can Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Enterprise Flying Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Cane Lake Aero Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air Logistics Of Alaska,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Helinet Corp,4,0,4,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Butler Aircraft Company,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Squadron Two Flying Club,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Airspur Helicopters Inc,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Ethopian Airlines,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Seair Airways Ltd,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Searcy Air Taxi Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Emporia Aviation,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Airkare Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Wood Aviation Llc,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
C And L Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
G C Sprayer Service Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mid-South Air Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Tundra,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mike Markov,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Fuller Aviation Inc,6,0,5,0,0.0,1991,1.0294117647058822,1.2,0.0,0.0,1.2352941176470587,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Furnley Enterprises,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Miller Mark,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Davis And Floyd Aviation Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Davis Flying Service Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
C And C Aviation Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Hoxie Flying Service,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Harolds Flying Service,4,0,4,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Spear Fish Aviation,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Airpac Airlines,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Shipley Brothers,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Shenandoah Flight Service Inc.,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Southern Ag Aviation Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sentry Aviation Services Inc,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Seoul Aviation Academy,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Connie Kalita Services,6,0,6,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mankin Flying Service Inc,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Canadian Airlines International,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Baker Flying Service Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Tronsdale Curt,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Tyler Aviation Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Chandler Flying Service,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Emerald Helicopters Inc,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Shamrock Aviation Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air-Care Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sierra Express Inc,3,0,2,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Silverhawk Security,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air Oklahoma Airlines Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Ultima Thule Lodge,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Mazzeis Flying Service,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Bayside Air Service,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Gillette Jack,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Maine Flight Center Ltd,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Barbour Grays,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Bard Air Corp,6,0,4,0,0.0,1984,0.8235294117647058,1.5,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Miami Air Charter Services Llc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Michaelis Arvid,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
C Innati Flt Training Club,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Southern Wings Llc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Shiloh Aviation Center,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sky Hawk Inc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sky Rangers Of Detroit,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Air Transport Services Llc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Sky Tractor Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Hitch Aviation Inc,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Gateway Aviation Inc,3,0,3,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Gateway Aviation Llc,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Dean E Sorensen,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Davis Jim Or William,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Valley Flying Service,7,0,6,0,0.0,1992,1.0588235294117647,1.1666666666666667,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Menehune Helicopters Ltd,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Challenge Mining,1,0,1,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
Beeson Flying Service,2,0,2,0,0.0,1998,1.2352941176470589,1.0,0.0,0.0,1.2352941176470589,0.5129199801728411,0.0,0.0,0.0,0.17952199306049438,8.92,Moderate Risk
